date_survey,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,further_comments,_uuid
1/20/2019,YE18,Al Hudaydah,YE1820,Al Khawkhah,Al Khokha,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,2000,100,,,no,,,,,,,yes,no,5400,7000,103.7037037,,,yes,no,5280,4800,90.90909091,,,no,,,,,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,69dfe068-57b2-4051-9f5b-3cd9cf66cfa5
1/20/2019,YE18,Al Hudaydah,YE1820,Al Khawkhah,Al Khokha,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,75,150,160,,,yes,yes,,120,NaN,,,no,,,,,,,YE24,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,d86ef737-ef88-4689-b89e-1264b2c7da64
1/20/2019,YE18,Al Hudaydah,YE1820,Al Khawkhah,Al Khokha,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,130,138.6666667,,,yes,yes,,110,NaN,,,yes,yes,,350,NaN,,,YE24,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,d7343af0-0dda-4776-9691-f3b73f26c2e3
1/20/2019,YE18,Al Hudaydah,YE1820,Al Khawkhah,Al Khokha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE24,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,230f964a-eff1-47e3-8857-bf871c7a9fef
1/20/2019,YE18,Al Hudaydah,YE1820,Al Khawkhah,Al Khokha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,320,NaN,,,yes,yes,,330,NaN,,,YE19,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,3176b535-fe20-4f1d-9406-430cb78af09c
1/20/2019,YE18,Al Hudaydah,YE1820,Al Khawkhah,Al Qatabah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,330,NaN,,,YE24,6,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,7fc12d3d-d6b2-4641-861c-16a5132d434c
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,320,NaN,,,YE24,7,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,e1865ca8-d6dd-4c5d-8a13-a2726b32036e
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,70,150,171.4285714,,,yes,no,110,100,90.90909091,,,yes,yes,,800,NaN,,,YE24,,15,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,222f496c-386f-433f-9113-c7abe26123d5
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,10,,15,yes,7000,14000,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,535,,efe1689a-9432-4277-92af-9748e1daf75b
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE24,7,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,9133cc62-ac93-4817-a160-47f7e6ca2efa
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,70,150,171.4285714,,,yes,no,110,100,90.90909091,,,yes,yes,,700,NaN,,,YE24,Wholesaler,15,Liquidity_shortage Supply_shortage Transportation_issues,0,1,0,0,1,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,a50fbaf9-3015-4c94-af6b-d11173bea54d
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE24,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,ff677b8f-e041-405a-a935-22e3c60c0474
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,150,NaN,,,yes,yes,70,100,114.2857143,,,yes,no,110,100,90.90909091,,,yes,yes,,650,NaN,,,YE24,Wholesaler,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,91d4174d-9d34-4eef-ab27-8723bf504dd6
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,10,,10,yes,10000,20000,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,535,,a216bf05-8a26-4289-829c-7a94660cd48d
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE24,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,a0f4fcaa-ae07-4194-adba-6b547fcfc098
1/23/2019,YE15,Taizz,YE1521,Al Ma'afer,Alnemsha Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Bartering,1,0,0,0,0,0,1,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,70,150,171.4285714,,,yes,no,110,100,90.90909091,,,yes,yes,,700,NaN,,,YE24,Wholesaler,2,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,f3321df7-d227-4a27-bd4e-5caf10c3ae78
1/20/2019,YE17,Hajjah,YE1715,Al Mahabishah,Aldodah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,NaN,,,yes,yes,,410,NaN,,,YE18,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,120,128,,,yes,no,500,600,120,,,yes,yes,,650,NaN,,,YE17,Wholesaler,3,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,6500,10,,10,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,220,,9d11c147-5d15-483a-afe0-94d5f9376d69
1/20/2019,YE17,Hajjah,YE1715,Al Mahabishah,Almadinah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,375,NaN,,,yes,yes,,415,NaN,,,YE18,3,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,75,120,128,,,yes,no,700,500,71.42857143,,,yes,yes,,600,NaN,,,YE17,Wholesaler,4,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,6000,10,,10,no,,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,520,,2de66d92-90de-4be4-89ab-8fab04462f7b
1/20/2019,YE17,Hajjah,YE1715,Al Mahabishah,Almakhderah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,NaN,,,yes,yes,,410,NaN,,,YE18,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,75,120,128,,,yes,no,700,500,71.42857143,,,yes,yes,,600,NaN,,,YE17,Wholesaler,4,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,6000,10,,30,yes,3000,6000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,520,,553acfdf-76ae-4aa7-863d-26f74569813f
1/24/2019,YE18,Al Hudaydah,YE1813,Al Marawi'ah,Al Maraw'ah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,420,NaN,,,YE18,,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,yes,,,,,,,,,,,,yes,yes,,85,NaN,,,yes,yes,,100,NaN,,,yes,yes,70,70,80,,,yes,yes,,120,NaN,,,yes,yes,,400,NaN,,,YE23,Wholesaler,7,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage,1,1,0,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1200,2,,5,yes,8000,16000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,532,,3c74adc0-f474-4b27-add9-2a2a6ae63e65
1/28/2019,YE18,Al Hudaydah,YE1813,Al Marawi'ah,Al Maraw'ah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,420,NaN,,,YE18,6,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,50,50,80,,,yes,yes,,90,NaN,,,yes,yes,,650,NaN,,,YE23,Wholesaler,3,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1000,6,,6,yes,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,570,,15a484ef-19e1-4b0c-a6ac-ffde60269056
1/23/2019,YE18,Al Hudaydah,YE1813,Al Marawi'ah,Al Maraw'ah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE26,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,170,170,80,,,yes,yes,,100,NaN,,,yes,yes,,600,NaN,,,YE23,Wholesaler,,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1375,,,10,yes,1000,2000,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,560,,5fdd68eb-4c52-4e20-af06-ec68880cfcd9
1/23/2019,YE11,Ibb,YE1118,Al Mashannah,Mafraq Giblah,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,345,NaN,,,Yes,Yes,,390,NaN,,,YE18,5,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,No,5,100,200,,,Yes,Yes,80,130,130,,,Yes,Yes,,100,NaN,,,Yes,Yes,,400,NaN,,,YE11,Wholesaler,10,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,6,Private,Pumping Station or Borehole,No,3000,1,,5,Yes,14000,0,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,550,,0a01e901-ab9b-42f9-8b9e-e6a6f99bb245
1/23/2019,YE11,Ibb,YE1118,Al Mashannah,Mafraq Maitam,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,345,NaN,,,Yes,Yes,,390,NaN,,,YE18,7,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,120,NaN,,,Yes,No,5,100,200,,,Yes,Yes,80,120,120,,,Yes,Yes,,70,NaN,,,Yes,Yes,,500,NaN,,,YE11,Wholesaler,8,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,5,Private,Pumping Station or Borehole,Do_not_know,2700,2,,5,Yes,12000,0,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,545,,e9919e07-6a32-4a6c-a550-736a6048216b
1/23/2019,YE11,Ibb,YE1118,Al Mashannah,Muthalath Al-Muwaslat,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,345,NaN,,,Yes,Yes,,390,NaN,,,YE18,3,Price Inflation Shortage of Demand,1,0,1,0,0,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,120,NaN,,,Yes,No,5,100,200,,,Yes,Yes,80,130,130,,,Yes,Yes,,80,NaN,,,Yes,Yes,,450,NaN,,,YE11,Wholesaler,7,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,6,Private,Pumping Station or Borehole,No,3000,1,,10,Yes,13000,20000,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,Yes,540,,d61c9a35-63e2-4c9d-ab5d-d9f2af2f9caf
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Almawaset Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,340,NaN,,,YE24,7,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,2e9bd4b6-0586-4ae0-a8f2-cc7701a3116b
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Almawaset Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Bartering,1,0,0,0,0,0,1,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,70,120,137.1428571,,,yes,no,110,120,109.0909091,,,yes,yes,,500,NaN,,,YE24,Wholesaler,7,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,e1e7517b-4671-4850-949f-2c696cf03274
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Almawaset Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Treatment_Station,yes,5000,10,,10,yes,15000,20000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,580,,a19d19c9-ea35-46c9-a0de-a120b85d1344
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Almawaset Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,340,NaN,,,YE24,7,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,f5410fe2-d05e-42a3-8ca9-4d3e557053b9
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Almawaset Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,70,100,114.2857143,,,yes,no,110,100,90.90909091,,,yes,yes,,500,NaN,,,YE24,Wholesaler,2,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,84739916-56bf-49d1-b0d1-49a6c14cb985
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Alyeen Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,340,NaN,,,YE24,7,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,a78fe12f-4d46-4944-91f9-a248057eb5a2
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Alyeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,70,150,171.4285714,,,yes,no,110,100,90.90909091,,,yes,yes,,750,NaN,,,YE24,Wholesaler,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,048cbbeb-9df2-4aff-84a1-c7e9fc6fb957
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Alyeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,10,yes,7000,9000,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,580,,a51c1370-5dce-469d-8e23-8b3255b69fe8
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Alyeen Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE24,7,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,1e9b6f47-c53a-4159-b90f-d80d2fa9a0ee
1/23/2019,YE15,Taizz,YE1522,Al Mawasit,Alyeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Bartering,1,0,0,0,0,0,1,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,70,150,171.4285714,,,yes,no,110,100,90.90909091,,,yes,yes,,800,NaN,,,YE24,Wholesaler,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,27e2f3cb-9d21-40c7-920b-fe020ff65354
1/20/2019,YE25,Lahj,YE2508,Al Milah,Almilah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,370,3,,10,yes,6000,11000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,532,,d16b6fba-c073-4666-a512-dd6b1e7d10fb
1/20/2019,YE25,Lahj,YE2508,Al Milah,Almilah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,280,NaN,,,yes,yes,,310,NaN,,,YE24,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,532,,1ce50ece-2eb0-4766-ac81-c1f3e039289d
