Index_ID,date_ID,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel.Cash,cash_feasibility_fuel.Mobile_money,cash_feasibility_fuel.Credit_debit_Card,cash_feasibility_fuel.Prepaid_cards,cash_feasibility_fuel.Credit,cash_feasibility_fuel.Vouchers,cash_feasibility_fuel.Bartering,cash_feasibility_fuel.Other,cash_feasibility_fuel.Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple.Price_inflation,fuel_constraints_multiple.Liquidity_shortage,fuel_constraints_multiple.Shortage_of_demand,fuel_constraints_multiple.Insecurity_and_instability,fuel_constraints_multiple.Supply_shortage,fuel_constraints_multiple.Government_regulations,fuel_constraints_multiple.Transportation_issues,fuel_constraints_multiple.Other_see_next_question,fuel_constraints_multiple.Do_not_know,fuel_constraints_multiple.No_constraints,fuel_constraints_multiple.Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash.Cash,cash_feasibility_wash.Mobile_money,cash_feasibility_wash.Credit_debit_Card,cash_feasibility_wash.Prepaid_cards,cash_feasibility_wash.Credit,cash_feasibility_wash.Vouchers,cash_feasibility_wash.Bartering,cash_feasibility_wash.Other,cash_feasibility_wash.Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple.Price_inflation,wash_constraints_multiple.Liquidity_shortage,wash_constraints_multiple.Shortage_of_demand,wash_constraints_multiple.Insecurity_and_instability,wash_constraints_multiple.Supply_shortage,wash_constraints_multiple.Government_regulations,wash_constraints_multiple.Transportation_issues,wash_constraints_multiple.Other_see_next_question,wash_constraints_multiple.Do_not_know,wash_constraints_multiple.No_constraints,wash_constraints_multiple.Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking.Cash,cash_feasibility_water_trucking.Mobile_money,cash_feasibility_water_trucking.Credit_debit_Card,cash_feasibility_water_trucking.Prepaid_cards,cash_feasibility_water_trucking.Credit,cash_feasibility_water_trucking.Vouchers,cash_feasibility_water_trucking.Bartering,cash_feasibility_water_trucking.Other,cash_feasibility_water_trucking.Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple.Price_inflation,constraints_multiple.Liquidity_shortage,constraints_multiple.Shortage_of_demand,constraints_multiple.Insecurity_and_instability,constraints_multiple.Supply_shortage,constraints_multiple.Government_regulations,constraints_multiple.Transportation_issues,constraints_multiple.Other_see_next_question,constraints_multiple.Do_not_know,constraints_multiple.No_constraints,constraints_multiple.Vendor_did_not_answer,exchange_rate,uuid
23,Dec-18,YE12,Abyan,YE1211,Khanfir,Al Makhzan,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,80,130,NA,130,yes,yes,NA,80,NA,80,yes,yes,NA,550,NA,550,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27e94d77-3886-4467-9e60-10b1675d74ce
24,Dec-18,YE12,Abyan,YE1211,Khanfir,Al Makhzan,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,80,140,NA,140,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8a5abc57-55fc-4925-b925-44d58fdba013
25,Dec-18,YE12,Abyan,YE1211,Khanfir,Al Masemie,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,80,NA,80,yes,yes,80,150,NA,150,yes,yes,NA,80,NA,80,yes,yes,NA,550,NA,550,YE12,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67d322c2-4c5f-4eac-9a6c-d1061c6c3bfd
26,Dec-18,YE12,Abyan,YE1211,Khanfir,Al Masemie,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,150,NA,150,yes,yes,80,120,NA,120,yes,yes,NA,80,NA,80,yes,yes,NA,500,NA,500,YE12,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39825b16-4107-4036-b417-e64d4abbde53
27,Dec-18,YE12,Abyan,YE1211,Khanfir,Al Masemie,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,80,NA,80,yes,yes,80,150,NA,150,yes,yes,NA,150,NA,150,yes,yes,NA,650,NA,650,YE12,Wholesaler,15,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184796e-f6f7-4b3d-b47c-6fd2f586d288
28,Dec-18,YE12,Abyan,YE1211,Khanfir,Batees,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,80,150,NA,150,yes,yes,NA,80,NA,80,yes,yes,NA,500,NA,500,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877e6322-8ef8-4611-b51b-92f343904155
29,Dec-18,YE12,Abyan,YE1211,Khanfir,Batees,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,100,NA,100,yes,yes,80,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE12,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7361db0a-9221-4d46-9c18-8272a5ac774e
30,Dec-18,YE12,Abyan,YE1211,Khanfir,Batees,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,80,160,NA,160,yes,yes,NA,80,NA,80,yes,yes,NA,600,NA,600,YE12,Wholesaler,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36b39a7f-7041-4356-bdbc-b8531de4a8ba
31,Dec-18,YE12,Abyan,YE1211,Khanfir,Ja'ar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,325,NA,325,no,NA,NA,NA,NA,NA,YE24,2,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,80,150,NA,150,yes,yes,NA,80,NA,80,yes,yes,NA,800,NA,800,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e51647c8-fd9e-4885-a14f-8f04409e4246
32,Dec-18,YE12,Abyan,YE1211,Khanfir,Ja'ar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,350,NA,350,YE19,NA,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,150,NA,150,yes,yes,80,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,NA,600,NA,600,YE12,NA,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,eae93f47-9ecd-40e8-9b4a-04c0df494a68
33,Dec-18,YE12,Abyan,YE1211,Khanfir,Ja'ar,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,120,no,NA,NA,NA,NA,NA,yes,yes,80,140,NA,140,yes,yes,NA,100,NA,100,yes,yes,NA,650,NA,650,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27e18aea-ffe1-42db-95bf-af0534876621
34,Dec-18,YE13,Amanat Al Asimah,YE1301,Old City,Abu Ammar wholsales,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,125,100,NA,100,yes,yes,NA,70,NA,70,yes,yes,NA,450,NA,450,YE13,Other,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0f5d8899-337d-44c1-b5de-bf5f50fb71ba
35,Dec-18,YE13,Amanat Al Asimah,YE1301,Old City,Abu Mazen Al Aswad,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,120,NA,120,yes,yes,125,140,NA,140,yes,yes,NA,90,NA,90,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Government_regulations,0,0,0,0,0,1,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a7a30072-112d-4d35-bcef-79727820abd8
36,Dec-18,YE13,Amanat Al Asimah,YE1301,Old City,Al Tamween,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,120,NA,120,yes,yes,125,130,NA,130,yes,yes,NA,90,NA,90,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,bc1a1818-22d7-4035-b2d0-078abe59c887
37,Dec-18,YE13,Amanat Al Asimah,YE1301,Old City,Al Qasmi,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,120,NA,120,yes,yes,125,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,NA,550,NA,550,YE13,Wholesaler,1,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658053d3-e10f-4818-af02-822ade7d08c4
38,Dec-18,YE13,Amanat Al Asimah,YE1301,Old City,Al Matri,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,125,100,NA,100,yes,yes,NA,70,NA,70,yes,yes,NA,450,NA,450,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e0680fd-846f-463c-888e-1dd95b5447ba
39,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Thafar shop for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,130,NA,130,yes,yes,NA,90,NA,90,yes,yes,NA,600,NA,600,YE13,NA,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,92075c9e-a24f-4e58-9b28-77a372671085
40,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Fath Al Rahman shop for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,120,NA,120,yes,yes,NA,100,NA,100,yes,yes,NA,550,NA,550,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,50f0db8e-d79e-44e1-a94e-6c4b24e8992a
41,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Al Ostoura station for Water Treatment,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,80,NA,80,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,483f9bc7-c867-4aa2-89c5-ee7d811106df
42,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Amazon Station for Water Treatment,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,80,NA,80,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,17f5d4ba-cf79-4f88-ba39-a5aaef477fb0
43,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Al Mansour petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,500,NA,500,YE13,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,9e1e4fa3-dc4a-431d-bfac-5a85ec158ff1
44,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Thafar Al Awdi petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,500,NA,500,YE13,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,f6b22121-7284-4b32-b64d-1fe358f6392f
45,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,AL Zuraiqi Alwan shop for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,NA,600,NA,600,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,4b061cc2-ed30-4c80-958b-b805ce95cf96
46,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Al Sa'idie shops for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,NA,550,NA,550,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,66280431-fb9d-48e0-94b8-006eb2312824
47,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Tamweenat Al Sayyah shops for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,110,NA,110,no,NA,NA,NA,NA,NA,yes,yes,125,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,NA,600,NA,600,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,1ce458cb-6396-48e9-a7d8-27181ee30e51
48,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Sa'eed Muthanna shops for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,120,NA,120,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,c5e90a1f-1d96-4e12-a684-b68f52ad86cf
49,Dec-18,YE13,Amanat Al Asimah,YE1302,Shuaub,Hameer Ali water trucking,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,1333,2,NA,5,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,490,c268ad0d-9892-4f20-8990-80993285e0b5
